Name,Year,Platform,Platform_Generation,Platform_Company,NA_Sales,EU_Sales,JP_Sales,Global_Sales
Galaxy Angel II: Mugen Kairou no Kagi,2007,PS2,6th,Sony,0,0,0.03,0.03
Nectaris: Military Madness,1998,PS,5th,Sony,0.02,0.01,0,0.03
Tenka-bito,2006,PS2,6th,Sony,0,0,0.03,0.03
BRAHMA Force: The Assault on Beltlogger 9,1996,PS,5th,Sony,0.02,0.01,0,0.03
Robo Pit,1995,PS,5th,Sony,0.02,0.01,0,0.03
Story Hour: Adventures,2008,Wii,7th,Nintendo,0.03,0,0,0.03
Muv-Luv Alternative: Total Eclipse,2013,PS3,7th,Sony,0,0,0.03,0.03
Hakuouki,2008,PS2,6th,Sony,0,0,0.03,0.03
Monster Hunter Frontier Online: Season 10,2011,X360,7th,Microsoft,0,0,0.03,0.03
Robin Hood: Defender of the Crown,2003,XB,6th,Microsoft,0.02,0.01,0,0.03
Master of Monsters: Disciples of Gaia,1997,PS,5th,Sony,0.02,0.01,0,0.03
SD Gundam: Gashapon Wars,2010,Wii,7th,Nintendo,0,0,0.03,0.03
Curious George,2006,XB,6th,Microsoft,0.02,0.01,0,0.03
Virtual Pool: Tournament Edition,2005,XB,6th,Microsoft,0.02,0.01,0,0.03
Kung Fu Panda: Showdown of Legendary Legends,2015,X360,7th,Microsoft,0,0.03,0,0.03
Let's Dance with Mel B,2011,PS3,7th,Sony,0,0.02,0,0.03
Culdcept,2002,PS2,6th,Sony,0.01,0.01,0,0.03
BeatMania IIDX 15: DJ Troopers,2008,PS2,6th,Sony,0,0,0.03,0.03
Heathcliff! The Fast and the Furriest,2010,Wii,7th,Nintendo,0.03,0,0,0.03
Worms,2009,PS3,7th,Sony,0,0.02,0,0.03
Real World Golf,2006,XB,6th,Microsoft,0.02,0.01,0,0.03
Hissatsu Pachinko Collection 3,1995,SNES,4th,Nintendo,0,0,0.03,0.03
Mahjong Kakutou Club: Zenkoku Taisenban,2006,PS3,7th,Sony,0,0,0.03,0.03
Secret Files 2: Puritas Cordis,2009,Wii,7th,Nintendo,0,0.03,0,0.03
Bladestorm: Nightmare,2015,PS3,7th,Sony,0,0,0.03,0.03
NatGeo Challenge! Wild Life,2010,X360,7th,Microsoft,0,0.02,0,0.03
DICE: DNA Integrated Cybernetic Enterprises,2005,PS2,6th,Sony,0.01,0.01,0,0.03
Game of Thrones (Telltale),2015,XOne,8th,Microsoft,0.03,0,0,0.03
Wallace & Gromit in Project Zoo,2003,XB,6th,Microsoft,0.02,0.01,0,0.03
Rugby League Live,2010,PS3,7th,Sony,0,0.02,0,0.03
Grid Runner,1996,PS,5th,Sony,0.02,0.01,0,0.03
Metal Dungeon,2002,XB,6th,Microsoft,0.02,0.01,0,0.03
Drome Racers,2003,GC,6th,Nintendo,0.02,0.01,0,0.03
Guitar Freaks V & DrumMania V,2006,PS2,6th,Sony,0,0,0.03,0.03
Driver: Parallel Lines,2007,Wii,7th,Nintendo,0.01,0.01,0,0.03
Future Tactics: The Uprising,2004,XB,6th,Microsoft,0.02,0.01,0,0.03
Attack on Titan (KOEI),2016,XOne,8th,Microsoft,0.01,0.01,0,0.03
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,2011,PS3,7th,Sony,0,0,0.03,0.03
Rugby League Live 3,2015,X360,7th,Microsoft,0,0.03,0,0.03
Triple Pack: Xbox Live Arcade Compilation,2011,X360,7th,Microsoft,0.03,0,0,0.03
101-in-1 Sports Party Megamix,2010,Wii,7th,Nintendo,0.02,0,0,0.03
Roadsters,2000,PS,5th,Sony,0.02,0.01,0,0.03
The Croods: Prehistoric Party!,2013,WiiU,8th,Nintendo,0.01,0.01,0,0.03
Exist Archive: The Other Side of the Sky,2015,PS4,8th,Sony,0,0,0.03,0.03
DeathSmiles II,2010,X360,7th,Microsoft,0,0,0.03,0.03
Whiteout,2002,XB,6th,Microsoft,0.02,0.01,0,0.03
Galaxy Angel II: Zettairyouiki no Tobira,2006,PS2,6th,Sony,0,0,0.03,0.03
Syberia II,2004,XB,6th,Microsoft,0.02,0.01,0,0.03
PopCap Hits! Vol 2,2011,X360,7th,Microsoft,0,0.03,0,0.03
Motor Trend presents Lotus Challenge,2003,XB,6th,Microsoft,0.02,0.01,0,0.03
Trine 2,2012,WiiU,8th,Nintendo,0,0.03,0,0.03
Pacific Liberator,2009,Wii,7th,Nintendo,0.03,0,0,0.03
Puzzle Challenge: Crosswords and More!,2009,Wii,7th,Nintendo,0.03,0,0,0.03
Rugby League Live,2010,X360,7th,Microsoft,0,0.02,0,0.03
In Cold Blood,2000,PS,5th,Sony,0.02,0.01,0,0.03
Fireblade,2002,GC,6th,Nintendo,0.02,0.01,0,0.03
Kidou Senshi V Gundam,1994,SNES,4th,Nintendo,0,0,0.03,0.03
Wrestle Angels: Survivor 2,2008,PS2,6th,Sony,0,0,0.03,0.03
Onechanbara Z Kagura,2012,X360,7th,Microsoft,0,0,0.03,0.03
The King of Fighters 02/03,2005,XB,6th,Microsoft,0.02,0.01,0,0.03
ESPN Winter X Games: Snowboarding 2002,2002,XB,6th,Microsoft,0.02,0.01,0,0.03
Vitamin Z,2009,PS2,6th,Sony,0,0,0.03,0.03
The IdolM@ster: Gravure For You! Vol. 6,2012,PS3,7th,Sony,0,0,0.03,0.03
Ghostbusters (2016),2016,PS4,8th,Sony,0.02,0,0,0.03
Animaniacs: The Great Edgar Hunt,2005,GC,6th,Nintendo,0.02,0.01,0,0.03
Samurai Warriors 2,2013,PS3,7th,Sony,0,0,0.03,0.03
The Island of Dr. Frankenstein,2009,Wii,7th,Nintendo,0.03,0,0,0.03
TV Total Events,2011,Wii,7th,Nintendo,0,0.02,0,0.03
Battle Arena Toshinden URA,1995,SAT,5th,Sega,0,0,0.03,0.03
Biohazard: Revival Selection,2011,X360,7th,Microsoft,0,0,0.03,0.03
The Last Guy,2009,PS3,7th,Sony,0,0,0.03,0.03
Akane Iro ni Somaru Saka Parallel,2008,PS2,6th,Sony,0,0,0.03,0.03
Monster Hunter Frontier Online: Forward 1,2011,X360,7th,Microsoft,0,0,0.03,0.03
Timeshock! Pro Pinball,1998,PS,5th,Sony,0.02,0.01,0,0.03
D1 Professional Drift Grand Prix Series,2005,PS2,6th,Sony,0.01,0.01,0,0.03
Rush Hour,1997,PS,5th,Sony,0.02,0.01,0,0.03
Pro Cast Sports Fishing,2003,XB,6th,Microsoft,0.02,0.01,0,0.03
Gintama: Banji Oku Chuubu!,2007,Wii,7th,Nintendo,0,0,0.03,0.03
Aegis of Earth: Protonovus Assault,2016,PS3,7th,Sony,0.01,0.01,0,0.03
Negima!? Dream Tactic Yumemiru Otome Princess,2007,PS2,6th,Sony,0,0,0.03,0.03
Dakar 2: The World's Ultimate Rally,2003,GC,6th,Nintendo,0.02,0.01,0,0.03
NBA 2K7,2006,XB,6th,Microsoft,0.02,0.01,0,0.03
Auto Modellista,2003,GC,6th,Nintendo,0.02,0.01,0,0.03
My Animal Centre,2009,Wii,7th,Nintendo,0,0.02,0,0.03
Frogger: Ancient Shadow,2005,XB,6th,Microsoft,0.02,0.01,0,0.03
Pro Evolution Soccer 2017,2016,XOne,8th,Microsoft,0,0.02,0,0.03
Darius II,1995,SAT,5th,Sega,0,0,0.03,0.03
ParaParaParadise,2001,PS2,6th,Sony,0,0,0.03,0.03
Eureka Seven AO: Jungfrau no Hanabanatachi,2012,PS3,7th,Sony,0,0,0.03,0.03
Warship Gunner 2,2006,PS2,6th,Sony,0.01,0.01,0,0.03
Gotcha Force,2003,GC,6th,Nintendo,0.01,0,0.01,0.03
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,2007,PS2,6th,Sony,0,0,0.03,0.03
The Perfect Golf,1995,PS,5th,Sony,0,0,0.03,0.03
Let's Sing 2016,2015,PS4,8th,Sony,0.02,0,0,0.03
Wrestle Kingdom,2006,PS2,6th,Sony,0,0,0.03,0.03
The Golf Club,2014,XOne,8th,Microsoft,0.02,0,0,0.03
Bigfoot King of Crush,2011,Wii,7th,Nintendo,0.02,0,0,0.03
Mojo!,2003,XB,6th,Microsoft,0.02,0.01,0,0.03
Infinite Stratos 2: Ignition Hearts,2014,PS3,7th,Sony,0,0,0.03,0.03
Cabela's Big Game Hunter: Pro Hunts,2014,X360,7th,Microsoft,0.02,0,0,0.03
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,2006,PS2,6th,Sony,0,0,0.03,0.03
Buffy the Vampire Slayer: Chaos Bleeds,2003,GC,6th,Nintendo,0.02,0.01,0,0.03
Clannad,2008,X360,7th,Microsoft,0,0,0.03,0.03
Kuryuu Youma Gakuenki Recharge,2006,PS2,6th,Sony,0,0,0.03,0.03
The Adventures of Lomax,1996,PS,5th,Sony,0.01,0.01,0,0.03
Under the Skin,2004,PS2,6th,Sony,0.01,0.01,0,0.03
Poy Poy,1997,PS,5th,Sony,0.01,0.01,0,0.03
Hermie Hopperhead: Scrap Panic,1995,PS,5th,Sony,0,0,0.02,0.03
NHL 07,2006,XB,6th,Microsoft,0.02,0.01,0,0.03
DrumMania 7th Mix,2001,PS2,6th,Sony,0,0,0.03,0.03
Runabout 3: Neo Age,2002,PS2,6th,Sony,0,0,0.03,0.03
Captain Morgane and the Golden Turtle,2012,PS3,7th,Sony,0,0.02,0,0.03
My Ballet Studio,2009,Wii,7th,Nintendo,0.02,0,0,0.03
Archer Maclean Presents: Pool Paradise,2004,GC,6th,Nintendo,0.02,0.01,0,0.03
Medal of Honor: Vanguard,2007,PS2,6th,Sony,0,0,0.03,0.03
Touch Shot! Love Application,2012,PS3,7th,Sony,0,0,0.03,0.03
Nanotek Warrior,1997,PS,5th,Sony,0.01,0.01,0,0.03
Cake Mania: Baker's Challenge,2008,PS2,6th,Sony,0.01,0.01,0,0.03
Captain Tsubasa J: The Way to World Youth,1995,SNES,4th,Nintendo,0,0,0.03,0.03
Super Monkey Ball Adventure,2006,PS2,6th,Sony,0.01,0.01,0,0.03
Alien Breed Trilogy,2011,X360,7th,Microsoft,0,0.02,0,0.03
Sengoku Basara: Sanada Yukimura-Den,2016,PS4,8th,Sony,0,0,0.03,0.03
CID The Dummy,2009,Wii,7th,Nintendo,0.02,0,0,0.03
Renegade Racers,1999,PS,5th,Sony,0.01,0.01,0,0.03
Monster High 13 Wishes,2013,WiiU,8th,Nintendo,0.02,0,0,0.03
Steins;Gate 0,2015,PS3,7th,Sony,0,0,0.03,0.03
Backyard NFL Football,2007,Wii,7th,Nintendo,0.02,0,0,0.03
Let's Play Ballerina,2010,Wii,7th,Nintendo,0.02,0,0,0.03
Disney Planes Fire & Rescue,2014,WiiU,8th,Nintendo,0.01,0.01,0,0.03
River King: Wonderful Journey,2005,PS2,6th,Sony,0.01,0.01,0,0.03
The Peanuts Movie: Snoopy's Grand Adventure,2015,PS4,8th,Sony,0,0.02,0,0.03
Kawasaki Snowmobiles,2008,Wii,7th,Nintendo,0.02,0,0,0.03
World War II Combat: Road To Berlin,2006,XB,6th,Microsoft,0.02,0.01,0,0.03
Metal Saga,2005,PS2,6th,Sony,0.01,0.01,0,0.03
Last Escort 2: Shinya no Amai Toge,2008,PS2,6th,Sony,0,0,0.03,0.03
Pop'n Music 13 Carnival,2006,PS2,6th,Sony,0,0,0.03,0.03
Terraria,2016,WiiU,8th,Nintendo,0,0.02,0,0.03
Shakugan no Shana,2006,PS2,6th,Sony,0,0,0.03,0.03
Monster Mayhem: Build and Battle,2009,Wii,7th,Nintendo,0.02,0,0,0.03
Hankou Shashin,1996,SAT,5th,Sega,0,0,0.03,0.03
Capcom Digital Collection,2012,X360,7th,Microsoft,0.02,0.01,0,0.03
Pro Yakyuu Family Stadium,2008,Wii,7th,Nintendo,0,0,0.03,0.03
Open Season,2006,PS2,6th,Sony,0.01,0.01,0,0.03
Monster Hunter Frontier Online: Forward 2,2011,X360,7th,Microsoft,0,0,0.03,0.03
A Ressha de Gyoukou 2001,2001,PS2,6th,Sony,0,0,0.03,0.03
Let's Dance with Mel B,2011,Wii,7th,Nintendo,0,0.02,0,0.03
Back to the Future: The Game,2015,X360,7th,Microsoft,0.02,0.01,0,0.03
Pitball,1996,PS,5th,Sony,0.01,0.01,0,0.03
Judge Dredd: Dredd Vs Death,2003,PS2,6th,Sony,0.01,0.01,0,0.03
Ocean Commander,2009,Wii,7th,Nintendo,0.02,0,0,0.03
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,2015,PS4,8th,Sony,0,0,0.03,0.03
Turbo: Super Stunt Squad,2013,WiiU,8th,Nintendo,0,0.02,0,0.03
The Peanuts Movie: Snoopy's Grand Adventure,2015,X360,7th,Microsoft,0,0.02,0,0.03
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,2013,PS3,7th,Sony,0,0,0.03,0.03
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,2007,PS2,6th,Sony,0,0,0.03,0.03
Bode Miller Alpine Skiing,2006,PS2,6th,Sony,0.01,0.01,0,0.03
R-Type Delta,1998,PS,5th,Sony,0.01,0.01,0,0.03
Psycho-Pass: Mandatory Happiness,2016,PS4,8th,Sony,0.02,0,0,0.03
The Great Battle Gaiden 2: Matsuri da Wasshoi,1994,SNES,4th,Nintendo,0,0,0.03,0.03
Rock 'N' Roll Adventures,2007,Wii,7th,Nintendo,0.02,0,0,0.03
War Gods,1996,PS,5th,Sony,0.01,0.01,0,0.03
Evangelion: Jo,2009,PS2,6th,Sony,0,0,0.03,0.03
Doki Oki,1995,PS,5th,Sony,0,0,0.02,0.03
Konohana 2: Todoke Kanai Requiem,2002,PS2,6th,Sony,0,0,0.03,0.03
Chuck E. Cheese's Sports Games,2011,Wii,7th,Nintendo,0.02,0,0,0.02
Ghostbusters (2016),2016,XOne,8th,Microsoft,0.02,0,0,0.02
ZooCube,2002,GC,6th,Nintendo,0.02,0,0,0.02
Clover no Kuni no Alice: Wonderful Wonder World,2010,PS2,6th,Sony,0,0,0.02,0.02
Room Zoom: Race for Impact,2004,XB,6th,Microsoft,0.02,0.01,0,0.02
America Oudan Ultra-Quiz,1995,SAT,5th,Sega,0,0,0.02,0.02
DoDonPachi Dai-Oujou: Black Label Extra,2009,X360,7th,Microsoft,0,0,0.02,0.02
Shinseiki Evangelion: Battle Orchestra,2007,PS2,6th,Sony,0,0,0.02,0.02
Battlefield 2: Modern Combat(JP sales),2005,PS2,6th,Sony,0,0,0.02,0.02
The Idolmaster: Gravure For You! Vol.7,2012,PS3,7th,Sony,0,0,0.02,0.02
Stake: Fortune Fighters,2003,XB,6th,Microsoft,0.02,0.01,0,0.02
Let's Play Garden,2010,Wii,7th,Nintendo,0.02,0,0,0.02
Pop'n Music 12 Iroha,2006,PS2,6th,Sony,0,0,0.02,0.02
BeatMania IIDX 11: IIDX Red,2006,PS2,6th,Sony,0,0,0.02,0.02
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,2005,GC,6th,Nintendo,0,0,0.02,0.02
Road Trip: The Arcade Edition,2002,GC,6th,Nintendo,0.02,0,0,0.02
No More Heroes: Heroes' Paradise,2010,X360,7th,Microsoft,0,0,0.02,0.02
Cold War,2005,XB,6th,Microsoft,0.02,0.01,0,0.02
Steel Battalion: Line of Contact,2004,XB,6th,Microsoft,0.02,0.01,0,0.02
Naruto Shippuden: Ultimate Ninja Storm Collection,2016,PS3,7th,Sony,0,0.02,0,0.02
Ken to Mahou to Gakuen Mono. 2G,2010,PS3,7th,Sony,0,0,0.02,0.02
NBA Starting Five,2002,XB,6th,Microsoft,0.02,0.01,0,0.02
Spy Hunter: Nowhere To Run,2006,PS2,6th,Sony,0.01,0.01,0,0.02
Carmen Sandiego: The Secret of the Stolen Drums,2004,XB,6th,Microsoft,0.02,0.01,0,0.02
Omega Quintet,2014,PS4,8th,Sony,0,0,0.02,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,2015,PS3,7th,Sony,0,0,0.02,0.02
The Voice,2014,PS3,7th,Sony,0.02,0,0,0.02
"Ed, Edd n Eddy: The Mis-Edventures",2005,XB,6th,Microsoft,0.02,0.01,0,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,2015,PS3,7th,Sony,0,0,0.02,0.02
Blade Arcus from Shining EX,2015,PS4,8th,Sony,0,0,0.02,0.02
Rapala for Kinect,2011,X360,7th,Microsoft,0,0.02,0,0.02
Rugby Challenge 3,2016,X360,7th,Microsoft,0,0.02,0,0.02
Ty the Tasmanian Tiger 3: Night of the Quinkan,2005,XB,6th,Microsoft,0.02,0.01,0,0.02
AMF Xtreme Bowling,2006,PS2,6th,Sony,0.01,0.01,0,0.02
Total Overdose: A Gunslinger's Tale in Mexico,2005,XB,6th,Microsoft,0.02,0.01,0,0.02
Bomberman Fantasy Race,1998,PS,5th,Sony,0.01,0.01,0,0.02
Bugriders: The Race of Kings,1997,PS,5th,Sony,0.01,0.01,0,0.02
Canvas 2,2006,PS2,6th,Sony,0,0,0.02,0.02
Memories Off: Sorekara Again,2006,PS2,6th,Sony,0,0,0.02,0.02
11eyes: CrossOver,2009,X360,7th,Microsoft,0,0,0.02,0.02
George of the Jungle and the Search for the Secret,2008,Wii,7th,Nintendo,0.02,0,0,0.02
Serious Sam HD: Gold Edition,2011,X360,7th,Microsoft,0,0.02,0,0.02
Peter Pan in Disney's Return to Never Land,2002,PS,5th,Sony,0.01,0.01,0,0.02
Ferrari Challenge Trofeo Pirelli Deluxe,2009,Wii,7th,Nintendo,0,0.02,0,0.02
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,2008,Wii,7th,Nintendo,0,0,0.02,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,2016,PS3,7th,Sony,0,0,0.02,0.02
Kuusen II,2004,PS2,6th,Sony,0,0,0.02,0.02
Cross Channel: In Memory of All People,2011,X360,7th,Microsoft,0,0,0.02,0.02
Penguins of Madagascar,2014,Wii,7th,Nintendo,0,0.02,0,0.02
Future Tactics: The Uprising,2004,GC,6th,Nintendo,0.02,0,0,0.02
Kensei: Sacred Fist,1997,PS,5th,Sony,0.01,0.01,0,0.02
Gift: Prism,2006,PS2,6th,Sony,0,0,0.02,0.02
PDC World Championship Darts: Pro Tour,2010,X360,7th,Microsoft,0,0.02,0,0.02
Shanghai: True Valor,1998,PS,5th,Sony,0.01,0.01,0,0.02
Tokyo Xanadu eX+,2016,PS4,8th,Sony,0,0,0.02,0.02
Steins;Gate: Senkei Kousoku no Phonogram,2013,X360,7th,Microsoft,0,0,0.02,0.02
Aria: The Origination ~Aoi Wakusei no El Cielo~,2008,PS2,6th,Sony,0,0,0.02,0.02
Lunatic Dawn Tempest,2001,PS2,6th,Sony,0,0,0.02,0.02
Total Immersion Racing,2002,XB,6th,Microsoft,0.02,0.01,0,0.02
"NASCAR Heat Evolution",2016,XOne,8th,Microsoft,0.02,0,0,0.02
Board Game: Top Shop,1999,PS,5th,Sony,0.01,0.01,0,0.02
Castlevania: Lords of Shadow - Reverie,2011,X360,7th,Microsoft,0.02,0,0,0.02
Cocoto Magic Circus,2008,Wii,7th,Nintendo,0.02,0,0,0.02
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,2007,PS2,6th,Sony,0,0,0.02,0.02
Dunamis 15,2011,PS3,7th,Sony,0,0,0.02,0.02
Suzumiya Haruhi no Heiretsu,2009,Wii,7th,Nintendo,0,0,0.02,0.02
Nanatsuiro * Drops Pure!!,2007,PS2,6th,Sony,0,0,0.02,0.02
Titanic Mystery,2010,Wii,7th,Nintendo,0.02,0,0,0.02
Bottom of the 9th '97,1997,PS,5th,Sony,0.01,0.01,0,0.02
Ride,2015,X360,7th,Microsoft,0,0.02,0,0.02
Line Rider 2: Unbound,2008,Wii,7th,Nintendo,0.02,0,0,0.02
Prison Architect,2016,PS4,8th,Sony,0.01,0.01,0,0.02
G1 Jockey Wii,2007,Wii,7th,Nintendo,0,0.01,0.02,0.02
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,2007,PS2,6th,Sony,0,0,0.02,0.02
Rugby League Live 3,2015,PS4,8th,Sony,0,0.02,0,0.02
RayCrisis: Series Termination,1999,PS,5th,Sony,0.01,0.01,0,0.02
Ikki Tousen: Shining Dragon,2007,PS2,6th,Sony,0,0,0.02,0.02
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,2008,PS2,6th,Sony,0,0,0.02,0.02
Toxic Grind,2002,XB,6th,Microsoft,0.02,0,0,0.02
Kawasaki Jet Ski,2008,Wii,7th,Nintendo,0.02,0,0,0.02
Enchanted Arms (JP sales),2006,X360,7th,Microsoft,0,0,0.02,0.02
ScrapLand,2005,XB,6th,Microsoft,0.02,0,0,0.02
Crazy Machines,2010,Wii,7th,Nintendo,0.01,0.01,0,0.02
Blade Arcus from Shining EX,2015,PS3,7th,Sony,0,0,0.02,0.02
Brave: The Video Game,2012,Wii,7th,Nintendo,0,0.02,0,0.02
D.Gray-man: Sousha no Shikaku,2008,PS2,6th,Sony,0,0,0.02,0.02
Indianapolis 500 Evolution,2009,X360,7th,Microsoft,0.02,0,0,0.02
School Days LxH,2008,PS2,6th,Sony,0,0,0.02,0.02
Neo Angelique,2006,PS2,6th,Sony,0,0,0.02,0.02
Big Idea's VeggieTales: LarryBoy and the Bad Apple,2006,PS2,6th,Sony,0.01,0.01,0,0.02
Samurai Shodown V,2006,XB,6th,Microsoft,0.02,0,0,0.02
Pro Fishing Challenge,2004,XB,6th,Microsoft,0.02,0,0,0.02
Princess Saver! Eternal Love for My Lady,2010,PS2,6th,Sony,0,0,0.02,0.02
Tokyo Mew Mew,2002,PS,5th,Sony,0,0,0.02,0.02
Jitsumei Jikkyou Keiba Dream Classic 2002,2002,PS2,6th,Sony,0,0,0.02,0.02
Rule of Rose,2006,PS2,6th,Sony,0.01,0.01,0,0.02
RedCard 20-03,2002,GC,6th,Nintendo,0.02,0,0,0.02
Freestyle Metal X,2003,XB,6th,Microsoft,0.02,0,0,0.02
Shonen Jump's One Piece: Grand Adventure,2005,PS2,6th,Sony,0.01,0.01,0,0.02
Pac-Man World Rally,2006,PS2,6th,Sony,0.01,0.01,0,0.02
Invizimals: The Lost Kingdom,2013,PS3,7th,Sony,0,0.02,0,0.02
428: Fuusa Sareta Shibuya de,2009,PS3,7th,Sony,0,0,0.02,0.02
Fritz Chess,2009,Wii,7th,Nintendo,0.02,0.01,0,0.02
NFL Blitz Pro,2003,GC,6th,Nintendo,0.02,0,0,0.02
Balls of Fury,2007,Wii,7th,Nintendo,0.02,0,0,0.02
Rugby World Cup 2015,2015,XOne,8th,Microsoft,0,0.02,0,0.02
Winning Post 8 2015,2015,PS3,7th,Sony,0,0,0.02,0.02
Commandos: Strike Force,2006,XB,6th,Microsoft,0.02,0,0,0.02
Jojo's Bizarre Adventure,1999,PS,5th,Sony,0.01,0.01,0,0.02
Zathura,2005,XB,6th,Microsoft,0.02,0,0,0.02
Evolution Snowboarding,2002,PS2,6th,Sony,0.01,0.01,0,0.02
Jissen Pachinko Hisshouhou! CR Sakura Taisen,2007,PS2,6th,Sony,0,0,0.02,0.02
Aegis of Earth: Protonovus Assault,2016,PS4,8th,Sony,0.02,0,0,0.02
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,1996,SNES,4th,Nintendo,0,0,0.02,0.02
Zillions of Enemy X: Zetsukai no Crusade,2013,PS3,7th,Sony,0,0,0.02,0.02
Kung Fu Panda: Showdown of Legendary Legends,2015,PS3,7th,Sony,0,0.02,0,0.02
Happiness! De-Lucks,2007,PS2,6th,Sony,0,0,0.02,0.02
Eureka Seven Vol. 2: The New Vision,2006,PS2,6th,Sony,0,0,0.02,0.02
Love Once: Mermaid's Tears,2011,PS3,7th,Sony,0,0,0.02,0.02
Puzzle Challenge: Crosswords and More!,2006,PS2,6th,Sony,0.01,0.01,0,0.02
Muppets Party Cruise,2003,GC,6th,Nintendo,0.02,0,0,0.02
Shippuu Mahou Daisakusen: Kingdom-Grandprix,1996,SAT,5th,Sega,0,0,0.02,0.02
Serious Sam: Next Encounter,2004,GC,6th,Nintendo,0.02,0,0,0.02
PachiPara 15: Super Umi Monogatari in Okinawa 2,2010,PS3,7th,Sony,0,0,0.02,0.02
Motto! SoniComi,2014,PS3,7th,Sony,0,0,0.02,0.02
Knight's Apprentice: Memorick's Adventures,2004,XB,6th,Microsoft,0.02,0,0,0.02
Darksiders,2010,PS3,7th,Sony,0.01,0.01,0,0.02
Natsuiro no Sunadokei,2002,PS2,6th,Sony,0,0,0.02,0.02
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,2007,PS2,6th,Sony,0,0,0.02,0.02
Valentino Rossi: The Game,2016,XOne,8th,Microsoft,0,0.02,0,0.02
Turbo: Super Stunt Squad,2013,PS3,7th,Sony,0,0.02,0,0.02
Ballblazer Champions,1997,PS,5th,Sony,0.01,0.01,0,0.02
Winter Sports 2011,2011,X360,7th,Microsoft,0,0.02,0,0.02
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,2008,PS2,6th,Sony,0,0,0.02,0.02
Galaxy Angel II: Eigou Kaiki no Koku,2009,PS2,6th,Sony,0,0,0.02,0.02
Iron Phoenix,2005,XB,6th,Microsoft,0.02,0,0,0.02
Geon Cube,2009,Wii,7th,Nintendo,0.02,0,0,0.02
Kuon,2004,PS2,6th,Sony,0.01,0.01,0,0.02
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,2010,PS3,7th,Sony,0,0,0.02,0.02
Triple Crown Championship Snowboarding,2010,Wii,7th,Nintendo,0.02,0,0,0.02
Carmen Sandiego: The Secret of the Stolen Drums,2004,GC,6th,Nintendo,0.02,0,0,0.02
Dance! It's Your Stage,2011,PS3,7th,Sony,0,0.02,0,0.02
The Idolmaster: Gravure For You! Vol.9,2012,PS3,7th,Sony,0,0,0.02,0.02
Ryu-koku,2006,PS2,6th,Sony,0,0,0.02,0.02
Group S Challenge,2003,XB,6th,Microsoft,0.02,0,0,0.02
GunParade Orchestra: Midori no Shou,2006,PS2,6th,Sony,0,0,0.02,0.02
Shooter: Starfighter Sanvein,2000,PS,5th,Sony,0.01,0.01,0,0.02
Terminator 3: The Redemption,2004,GC,6th,Nintendo,0.02,0,0,0.02
Date A Live: Arusu Install,2014,PS3,7th,Sony,0,0,0.02,0.02
Sugoi Hebereke,1994,SNES,4th,Nintendo,0,0,0.02,0.02
Pebble Beach Golf Links,1994,SAT,5th,Sega,0,0,0.02,0.02
Dakar 2: The World's Ultimate Rally,2003,XB,6th,Microsoft,0.02,0,0,0.02
Jelly Belly: Ballistic Beans,2009,Wii,7th,Nintendo,0.02,0,0,0.02
PopCap Hits!,2011,X360,7th,Microsoft,0,0.02,0,0.02
Shinken de Watashi ni Koi Shinasai! R,2012,PS3,7th,Sony,0,0,0.02,0.02
Whiteout,2002,PS2,6th,Sony,0.01,0.01,0,0.02
Final Fantasy XIV: Heavensward,2015,PS3,7th,Sony,0.01,0,0.01,0.02
Sniper Elite V2,2013,WiiU,8th,Nintendo,0,0.02,0,0.02
XGRA: Extreme G Racing Association,2003,GC,6th,Nintendo,0.02,0,0,0.02
Thomas & Friends: Hero of the Rails,2010,Wii,7th,Nintendo,0,0.02,0,0.02
Taito Legends 2,2006,PS2,6th,Sony,0.01,0.01,0,0.02
World Championship Poker featuring Howard Lederer: All In,2006,Wii,7th,Nintendo,0.02,0,0,0.02
Jinsei Game Wii,2007,Wii,7th,Nintendo,0,0,0.02,0.02
Don Bradman Cricket 14,2014,PS3,7th,Sony,0,0.02,0,0.02
Guess the Logos,2004,XB,6th,Microsoft,0.02,0,0,0.02
Ore no Yome: Anata Dake no Hanayome,2010,X360,7th,Microsoft,0,0,0.02,0.02
